Time,Azimuth,Elevation,Clash
2024-06-02 09:00:00+02:00,48.114496088383135,23.371068285917143,False
2024-06-02 09:06:00+02:00,47.057611910920514,24.365731307738546,False
2024-06-02 09:12:00+02:00,45.973292720655365,25.34333169253018,False
2024-06-02 09:18:00+02:00,44.860745745137706,26.303052966171457,False
2024-06-02 09:24:00+02:00,43.719198121231045,27.244046857905705,False
2024-06-02 09:30:00+02:00,42.547903151224375,28.165433591681833,False
2024-06-02 09:36:00+02:00,41.34614932207137,29.066300935490627,False
2024-06-02 09:42:00+02:00,40.11326898649668,29.945704697088363,False
2024-06-02 09:48:00+02:00,38.84864790977872,30.802669591157706,False
2024-06-02 09:54:00+02:00,37.551737146106575,31.636189587514426,False
2024-06-02 10:00:00+02:00,36.2220636994723,32.4452302029444,False
2024-06-02 10:06:00+02:00,34.85924430810178,33.2287298210099,False
2024-06-02 10:12:00+02:00,33.46299761235241,33.9856030658907,False
2024-06-02 10:18:00+02:00,32.03315931924243,34.71474338626134,False
2024-06-02 10:24:00+02:00,30.569695307268148,35.415027684994584,False
2024-06-02 10:30:00+02:00,29.072717416978776,36.085320329271624,False
2024-06-02 10:36:00+02:00,27.542496526978084,36.72447916447351,False
2024-06-02 10:42:00+02:00,25.97947779920605,37.33136104107314,False
2024-06-02 10:48:00+02:00,24.38429234332034,37.9048292394014,False
2024-06-02 10:54:00+02:00,22.75777032927192,38.44376048048049,False
2024-06-02 11:00:00+02:00,21.100949484268824,38.94705363670487,False
2024-06-02 11:06:00+02:00,19.41508399224307,39.413638065309804,False
2024-06-02 11:12:00+02:00,17.70164881889582,39.842483030829456,False
2024-06-02 11:18:00+02:00,15.962340726042044,40.232607377598356,False
2024-06-02 11:24:00+02:00,14.199077560593366,40.583088911269655,False
2024-06-02 11:30:00+02:00,12.413990630449632,40.89307442793902,False
2024-06-02 11:36:00+02:00,10.609415975779825,41.161788847604846,False
2024-06-02 11:42:00+02:00,8.787878135590518,41.38854448326247,False
2024-06-02 11:48:00+02:00,6.952072840118035,41.57274911367066,False
2024-06-02 11:54:00+02:00,5.104842414522636,41.71391359555847,False
2024-06-02 12:00:00+02:00,3.24915078318611,41.81165799900855,False
2024-06-02 12:06:00+02:00,1.38805208384656,41.865716737532935,False
2024-06-02 12:12:00+02:00,359.524660188999,41.87594203804378,False
2024-06-02 12:18:00+02:00,357.6621133278183,41.84230598917674,False
2024-06-02 12:24:00+02:00,355.8035413497999,41.764900912106086,False
2024-06-02 12:30:00+02:00,353.9520299161679,41.64393807848968,False
2024-06-02 12:36:00+02:00,352.1105889739242,41.479744914133306,False
2024-06-02 12:42:00+02:00,350.28212118067813,41.2727606463914,False
2024-06-02 12:48:00+02:00,348.46939314145743,41.023530494184755,False
2024-06-02 12:54:00+02:00,346.67501210073203,40.73269892275616,False
2024-06-02 13:00:00+02:00,344.90140348169064,40.40100150082027,False
2024-06-02 13:06:00+02:00,343.15079584387865,40.02925645553503,False
2024-06-02 13:12:00+02:00,341.42520698153703,39.6183551127077,False
2024-06-02 13:18:00+02:00,339.72643747156917,39.169252630285854,False
2024-06-02 13:24:00+02:00,338.05606524116814,38.68295791150495,False
2024-06-02 13:30:00+02:00,336.41544703722155,38.16052436355967,False
2024-06-02 13:36:00+02:00,334.80572033163116,37.603040070391735,False
2024-06-02 13:42:00+02:00,333.22781119162295,37.01161926618582,False
2024-06-02 13:48:00+02:00,331.6824417629597,36.38739336430575,False
2024-06-02 13:54:00+02:00,330.1701426213157,35.7315036234422,False
2024-06-02 14:00:00+02:00,328.6912638713799,35.0450934073256,False
2024-06-02 14:06:00+02:00,327.2459898902598,34.32930222172948,False
2024-06-02 14:12:00+02:00,325.8343530129811,33.58525977838573,False
2024-06-02 14:18:00+02:00,324.4562475702983,32.814080734084605,False
2024-06-02 14:24:00+02:00,323.1114454421088,32.016860999935226,False
2024-06-02 14:30:00+02:00,321.79960898991135,31.194673463236292,False
2024-06-02 14:36:00+02:00,320.520305909958,30.348565759255713,False
2024-06-02 14:42:00+02:00,319.2730210406985,29.479557205218658,False
2024-06-02 14:48:00+02:00,318.05716969721544,28.58863778616525,False
2024-06-02 14:54:00+02:00,316.8721078782228,27.676766123373074,False
2024-06-02 15:00:00+02:00,315.71714376118393,26.744869483377464,False
2024-06-02 15:06:00+02:00,314.5915461262264,25.79384260888104,False
2024-06-02 15:12:00+02:00,313.49455394283837,24.824548584796986,False
2024-06-02 15:18:00+02:00,312.42538302295554,23.837818391820004,False
2024-06-02 15:24:00+02:00,311.38323379850476,22.8344525240027,False
2024-06-02 15:30:00+02:00,310.36729634506986,21.815221203587676,False
2024-06-02 15:36:00+02:00,309.37675642639965,20.78086662398489,False
2024-06-02 15:42:00+02:00,308.4107996456031,19.732104485487827,False
2024-06-02 15:48:00+02:00,307.4686150026838,18.669625986430404,False
2024-06-02 15:54:00+02:00,306.54939892404093,17.594101616089105,False
2024-06-02 16:00:00+02:00,305.65235716735333,16.50618400734346,False
2024-06-02 16:06:00+02:00,304.77670791772755,15.406513887048977,False
2024-06-02 16:12:00+02:00,303.9216828309458,14.295725833102603,False
2024-06-02 16:18:00+02:00,303.08652928687764,13.174458647698378,False
2024-06-02 16:24:00+02:00,302.27051076194317,12.04336794299029,False
2024-06-02 16:30:00+02:00,301.4729084203506,10.903147534109996,False
2024-06-02 16:36:00+02:00,300.6930209756536,9.754560298255669,False
2024-06-02 16:42:00+02:00,299.93016577160097,8.598491132463774,False
2024-06-02 16:48:00+02:00,299.18367826110955,7.436034482337121,False
2024-06-02 16:54:00+02:00,298.45291269983113,6.268653902811408,False
2024-06-02 17:00:00+02:00,297.73724134641964,5.098480118242608,False
2024-06-02 17:06:00+02:00,297.03605478726683,3.928907459348087,False
2024-06-02 17:12:00+02:00,296.34876132808114,2.7658319242701275,False
2024-06-02 17:18:00+02:00,295.67478632550456,1.6201824456359306,False
2024-06-02 17:24:00+02:00,295.01357220307665,0.5112832715161113,False
2024-06-03 07:00:00+02:00,64.60825497383212,1.010149039129326,False
2024-06-03 07:06:00+02:00,63.940379972958624,2.137487370987227,False
2024-06-03 07:12:00+02:00,63.25947464292267,3.2915891015795955,False
2024-06-03 07:18:00+02:00,62.564974595707554,4.457223613045249,False
2024-06-03 07:24:00+02:00,61.85629826208003,5.6261909469485305,False
2024-06-03 07:30:00+02:00,61.13284704286741,6.793955177830977,False
2024-06-03 07:36:00+02:00,60.39400428591557,7.957801567587767,False
2024-06-03 07:42:00+02:00,59.639135642759754,9.115953175116479,False
2024-06-03 07:48:00+02:00,58.86758822797299,10.267140135506315,False
2024-06-03 07:54:00+02:00,58.07869124801249,11.41037636324121,False
2024-06-03 08:00:00+02:00,57.27175541865614,12.544839845221096,False
2024-06-03 08:06:00+02:00,56.44607386267796,13.669802740560256,False
2024-06-03 08:12:00+02:00,55.60092234915112,14.784590433395474,False
2024-06-03 08:18:00+02:00,54.73555973206089,15.888556043361708,False
2024-06-03 08:24:00+02:00,53.849229620344886,16.981062707262687,False
2024-06-03 08:30:00+02:00,52.94116092107515,18.06147314989094,False
2024-06-03 08:36:00+02:00,52.01057030072508,19.12914068791443,False
2024-06-03 08:42:00+02:00,51.056663443861225,20.1834043591887,False
2024-06-03 08:48:00+02:00,50.07863840262951,21.223583592431396,False
2024-06-03 08:54:00+02:00,49.07568776320471,22.248975778217602,False
2024-06-03 09:00:00+02:00,48.04700309661666,23.25885269410525,False
2024-06-03 09:06:00+02:00,46.99177824906269,24.25245932852153,False
2024-06-03 09:12:00+02:00,45.909215123230865,25.229011327623653,False
2024-06-03 09:18:00+02:00,44.798528319566,26.187694620181748,False
2024-06-03 09:24:00+02:00,43.65895247254139,27.12766363523624,False
2024-06-03 09:30:00+02:00,42.48974845489607,28.048041597567213,False
2024-06-03 09:36:00+02:00,41.29021233029562,28.94791958290544,False
2024-06-03 09:42:00+02:00,40.05968395427885,29.826357019540918,False
2024-06-03 09:48:00+02:00,38.797556432406736,30.682382555667132,False
2024-06-03 09:54:00+02:00,37.50328788250226,31.5149944117738,False
2024-06-03 10:00:00+02:00,36.17641197540058,32.3231626674509,False
2024-06-03 10:06:00+02:00,34.81655157711384,33.105830574603985,False
2024-06-03 10:12:00+02:00,33.423430761875125,33.86191791875992,False
2024-06-03 10:18:00+02:00,31.996889809104005,34.59032358179891,False
2024-06-03 10:24:00+02:00,30.536898125244534,35.28993014659316,False
2024-06-03 10:30:00+02:00,29.043569845580237,35.95960787041675,False
2024-06-03 10:36:00+02:00,27.51717671631343,36.598220655289886,False
2024-06-03 10:42:00+02:00,25.958163142993158,37.20463152146238,False
2024-06-03 10:48:00+02:00,24.367157674361692,37.7777099672,False
2024-06-03 10:54:00+02:00,22.7449859381436,38.316338907573055,False
2024-06-03 11:00:00+02:00,21.09267899392205,38.81942330232381,False
2024-06-03 11:06:00+02:00,19.41148211387423,39.28589839899519,False
2024-06-03 11:12:00+02:00,17.702859031761818,39.71473905896464,False
2024-06-03 11:18:00+02:00,15.96849293967756,40.104969326974796,False
2024-06-03 11:24:00+02:00,14.210285800959241,40.45567171043205,False
2024-06-03 11:30:00+02:00,12.43035082998972,40.7659971052751,False
2024-06-03 11:36:00+02:00,10.631003923374521,41.03517383093791,False
2024-06-03 11:42:00+02:00,8.814747660932767,41.26251680963631,False
2024-06-03 11:48:00+02:00,6.984254297587825,41.44743555884394,False
2024-06-03 11:54:00+02:00,5.142341524146843,41.58944174057424,False
2024-06-03 12:00:00+02:00,3.29194787789163,41.68815524932837,False
2024-06-03 12:06:00+02:00,1.4361018061435402,41.74330931690494,False
2024-06-03 12:12:00+02:00,359.57789165043107,41.75475397735937,False
2024-06-03 12:18:00+02:00,357.7204307415976,41.722458134839094,False
2024-06-03 12:24:00+02:00,355.8668251226924,41.64650997434897,False
2024-06-03 12:30:00+02:00,354.02013816576834,41.52711574307049,False
2024-06-03 12:36:00+02:00,352.1833594280431,41.36459703442535,False
2024-06-03 12:42:00+02:00,350.3593733960062,41.15938653322569,False
2024-06-03 12:48:00+02:00,348.5509309753944,40.91202231625111,False
2024-06-03 12:54:00+02:00,346.7606263585868,40.623141224621854,False
